stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,tpphuongxathi_xathi_tran,quan_huyen,so_gcn_đkkd,loai_hinh_kinh_doanh,so_gcn_cap_moi_nhat,ngay_cap_moi_nhat,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap,chuyen_vien_thu_ly,tinh_thanh
578,,"CT, YT",,2023-02-07,2023-03-07,,CỬA HÀNG SỐ 271 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,"Tầng 1 khu trung tâm thương mại tài chính Dầu Khí Phú Mỹ Hưng, LÔ C6A -01 KHU A , KHU ĐÔ THỊ MỚI NAM THÀNH PHỐ HỒ CHÍ MINH Số 12 Tân Trào",Tân Phú,7,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,578,2023-02-13,,,,,,Ho Chi Minh
579,,"CT, YT",,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG SỐ 293 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,Tầng trệt số 126 Đường số 15,Tân Kiểng,7,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,579,2023-02-13,,,,,,Ho Chi Minh
580,,YT,,2023-02-06,2023-03-06,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TỘ,NGUYỄN THỊ HỒNG ĐÀO,159/6 Hoàng Văn Thụ,8,Phú Nhuận,,Kinh doanh dịch vụ ăn uống,580,2023-02-13,,,,,,Ho Chi Minh
581,,YT,,2023-02-02,2023-03-02,,ĐỊA ĐIỂM KINH DOANH 123-CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,LÊ THÁI ANH,154 Nguyễn Xí,26,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,581,2023-02-13,,,,,,Ho Chi Minh
582,,"CT, YT",,2023-02-03,2023-03-03,,CỬA HÀNG SỐ 41 - CÔNG TY TNHH GS 25 VIETNAM,MAI THỤY NHÂN,"Nhà dịch vụ số P1-SH.01 tòa Park 1 Vinhomes Central Park, số 720A Điện Biên Phủ",22,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,582,2023-02-13,,,,,,Ho Chi Minh
583,,YT,,2023-02-02,2023-03-02,,CÔNG TY TNHH LOTTECINEMA VIỆT NAM - ĐỊA ĐIỂM KINH DOANH LOTTE CINEMA GOLDVIEW,LIM KIWAN,"Gian số L3-01, Tầng 3, Khu A, The Goldview, số 346, đường Bến Vân Đồn",1,4,,Kinh doanh dịch vụ ăn uống,583,2023-02-13,,,,,,Ho Chi Minh
584,,NN,,2023-02-03,2023-02-24,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY TNHH KINH DOANH DỊCH VỤ LỘC VĨNH PHÁT,,78/37 Nguyễn Văn Khối,11,Gò Vấp,,Đóng gói trứng,584,2023-02-13,,,,,,Ho Chi Minh
585,,CT,,2023-02-03,2023-03-03,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH 16861,NÔNG VĂN DŨNG,"206 Tam Bình, Khu phố 2",Tam Phú,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,585,2023-02-13,,,,,,Ho Chi Minh
586,,YT,,2023-02-06,2023-03-06,,ĐỊA ĐIỂM KINH DOANH 5 - CÔNG TY TNHH SUẤT ĂN CÔNG NGHIỆP THIÊN HÀ,ĐOÀN VĂN DŨNG,Số 5 Đường 12,An Phú,Thủ Đức,,Kinh doanh dịch vụ ăn uống,586,2023-02-13,,,,,,Ho Chi Minh
587,,YT,,2023-02-02,2023-03-02,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH GOLDEN TRUST - CỬA HÀNG GONG CHA EMART SALA,NGUYỄN HOÀI PHƯƠNG,"Gian hàng B1-04, tầng hầm B1 , Khu cao ốc Văn Phòng - Thương mại - Dịch vụ tổng hợp 5-5, Số 8 - 10 Mai Chí Thọ",Thủ Thiêm,Thủ Đức,,Kinh doanh dịch vụ ăn uống,587,2023-02-13,,,,,,Ho Chi Minh
588,,YT,,2023-02-06,2023-03-06,,ĐỊA ĐIỂM KINH DOANH - CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG (TP HÀ NỘI) – NHÀ HÀNG KICHI KICHI,HÀ THÚC TÚ,"Gian hàng L4-07, Tầng 4, Khu cao ốc Văn Phòng - Thương mại - Dịch vụ tổng hợp 5-5, Số 8 - 10 Mai Chí Thọ",Thủ Thiêm,Thủ Đức,,Kinh doanh dịch vụ ăn uống,588,2023-02-13,,,,,,Ho Chi Minh
589,,"CT, YT",,2023-02-06,2023-03-06,,CỬA HÀNG TIỆN LỢI MINISTOP SỐ 148 - CÔNG TY TNHH MINISTOP VIỆT NAM,HOÀNG THU HƯỜNG,"SH1 Tầng 1, chung cư Homyland Riverside, 403A Nguyễn Duy Trinh",Bình Trưng Đông,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,589,2023-02-13,,,,,,Ho Chi Minh
590,,CT,,2023-02-06,2023-03-06,,CỬA HÀNG S113 - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẦU TRỜI XANH,NGUYỄN AN THIÊN TRANG,"E.1.12 Sunrise Riverside - Khu dân cư Trần Thái, Nguyễn Hữu Thọ",Phước Kiển,Nhà Bè,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,590,2023-02-13,,,,,,Ho Chi Minh
591,,NN,,2023-02-06,2023-02-27,,CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - DỊCH VỤ VIỆT HÀ - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,,"Số 41 Đường D, KDC Bình Điền",7,8,,"Kinh doanh: rau, củ, quả, thịt, thủy sản",591,2023-02-13,,,,,,Ho Chi Minh
592,,CT,,2023-02-06,2023-03-06,,CÔNG TY TNHH MTV THỰC PHẨM NGÔ QUYỀN,NGUYỄN VĂN QUYỀN,"927/12 Tỉnh lộ 43, khu phố 2",Bình Chiểu,Thủ Đức,,"Sản xuất: trà sữa, trà xanh matcha, sữa gạo lứt, sữa bắp (dạng lỏng)",592,2023-02-13,,,,,,Ho Chi Minh
593,,NN,,2023-02-06,2023-02-27,,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM THỊNH HƯNG PHÁT,,"H1-085 Chợ Đầu Mối Nông Sản Thực Phẩm Bình Điền, Khu phố 6 Nguyễn Văn Linh",7,8,,Kinh doanh thịt,593,2023-02-13,,,,,,Ho Chi Minh
594,,YT,,2023-02-03,2023-03-03,,ĐỊA ĐIỂM KINH DOANH 192-CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,LÊ THÁI ANH,"Số 183-185, đường Tên Lửa",Bình Trị Đông B,Bình Tân,,Kinh doanh dịch vụ ăn uống,594,2023-02-13,,,,,,Ho Chi Minh
595,,CT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 405 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,50-52 đường 50A,Tân Tạo,Bình Tân,,Bán lẻ nhóm sản phẩm theo danh mục,595,2023-02-13,,,,,,Ho Chi Minh
596,,YT,,2023-02-07,2023-03-07,,CHI NHÁNH 8 - CÔNG TY CỔ PHẦN VIVA STAR COFFEE,LÊ THỊ NGỌC THỦY,F1/11 Hương Lộ 2,Bình Trị Đông A,Bình Tân,,Kinh doanh dịch vụ ăn uống,596,2023-02-13,,,,,,Ho Chi Minh
597,,YT,4042227249.0,2023-02-08,2023-03-08,,CHI NHÁNH CÔNG TY TNHH CĂN TIN PHƯƠNG THẢO,HUỲNH THỊ PHƯƠNG THẢO,830 Nguyễn Duy,12,8,,Kinh doanh dịch vụ ăn uống,597,2023-02-13,,,,,,Ho Chi Minh
598,,YT,,2023-02-03,2023-03-03,,CÔNG TY CỔ PHẦN BENTO VIỆT,LÊ THỊ NGỌC THẢO,543 Quốc Lộ 1A,Bình Hưng Hòa,Bình Tân,,Kinh doanh dịch vụ ăn uống,598,2023-02-14,,,,,,Ho Chi Minh
599,,CT,,2023-02-06,2023-03-06,,CHI NHÁNH TỔNG CÔNG TY THƯƠNG MẠI SÀI GÒN - TNHH MỘT THÀNH VIÊN - TRUNG TÂM ĐIỀU HÀNH CỬA HÀNG TIỆN LỢI SATRA (SATRAFOODS) – CỬA HÀNG THỰC PHẨM TIỆN LỢI SATRAFOODS,TRẦN QUANG THUẬN,2B Bình Lợi,13,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục,599,2023-02-14,,,,,,Ho Chi Minh
600,,NN,,2023-02-03,2023-02-24,,CÔNG TY TNHH CHUỖI CUNG ỨNG THỰC PHẨM JIN YANG,,Số 2-4-6 đường Quản Trọng Linh,7,8,,"Sơ chế: rau, củ, quả; kinh doanh: thủy sản",600,2023-02-14,,,,,,Ho Chi Minh
601,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT - CỬA HÀNG SAIGON PEARL,CARMEN PATRICIA MARQUES GIANOLI,"GF-01A, Tầng trệt, Khu vực thương mại dịch vụ tòa nhà Topaz 1 và 2, số 92, Đường Nguyễn Hữu Cảnh",22,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,601,2023-02-14,,,,,,Ho Chi Minh
602,,"CT, YT",,2023-02-07,2023-03-07,,CỬA HÀNG SỐ 275 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,14 Nguyễn Văn Bảo,4,Gò Vấp,,Kinh doanh dịch vụ ăn uống,602,2023-02-14,,,,,,Ho Chi Minh
603,,YT,,2023-02-06,2023-03-06,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT - CỬA HÀNG IBIS,CARMEN PATRICIA MARQUES GIANOLI,"Tầng trệt, Khách sạn Ibis Hà Đô, số 2 Hồng Hà",2,Tân Bình,,Kinh doanh dịch vụ ăn uống,603,2023-02-14,,,,,,Ho Chi Minh
604,,YT,,2023-02-06,2023-03-06,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT - CỬA HÀNG LOTTE PICO,CARMEN PATRICIA MARQUES GIANOLI,"1F - 02, Tầng 1, Lotte Mart Tân Bình, Số 20, Đường Cộng Hòa",12,Tân Bình,,Kinh doanh dịch vụ ăn uống,604,2023-02-14,,,,,,Ho Chi Minh
605,,CT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 461 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,59-61 Tân Hải,13,Tân Bình,,Bán lẻ nhóm sản phẩm theo danh mục,605,2023-02-14,,,,,,Ho Chi Minh
606,,YT,,2023-02-06,2023-03-06,,CÔNG TY TNHH KIDS TÂN BÌNH,NGUYỄN ĐỨC TUYẾT ÁI,12 ấp Bắc,13,Tân Bình,,Kinh doanh dịch vụ ăn uống,606,2023-02-14,,,,,,Ho Chi Minh
607,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 344 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,39 Thép Mới,12,Tân Bình,,Kinh doanh dịch vụ ăn uống,607,2023-02-14,,,,,,Ho Chi Minh
608,,NN,,2023-02-07,2023-02-28,,ĐỊA ĐIỂM KINH DOANH SỐ 01 CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ M.I.S.C BÌNH DƯƠNG,,25 Phan Huy Ích,15,Tân Bình,,"Kinh doanh: thịt heo, thịt gà, trái cây",608,2023-02-14,,,,,,Ho Chi Minh
609,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH – CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT – CỬA HÀNG NGUYỄN THỊ MINH KHAI,CARMEN PATRICIA MARQUES GIANOLI,Số 82 Nguyễn Thị Minh Khai,Võ Thị Sáu,3,,Kinh doanh dịch vụ ăn uống,609,2023-02-14,,,,,,Ho Chi Minh
610,,NN,,2023-02-07,2023-02-28,,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ M.I.S.C BÌNH DƯƠNG,,319/B10 Lý Thường Kiệt,15,11,,"Kinh doanh: thịt heo, thịt gà, trái cây",610,2023-02-14,,,,,,Ho Chi Minh
611,,"CT, YT",,2023-02-13,2023-02-14,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG SỐ 304 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,Số 4 Phổ Quang,2,Tân Bình,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,611,2023-02-14,23380.0,2021-05-28,,,,Ho Chi Minh
612,,"CT, YT",,2023-02-13,2023-02-14,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG SỐ 305 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,135 Nguyễn Cửu Đàm,Tân Sơn Nhì,Tân Phú,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,612,2023-02-14,26860.0,2021-11-03,,,,Ho Chi Minh
613,,YT,,2023-02-08,2023-03-08,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 393 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,"Sàn thương mại 06, Tầng trệt, Khối Tháp A, thuộc dự án Khu chung cư cao tầng kết hợp trung tâm thương mại - văn phòng , 132 Bến Vân Đồn",6,4,,Kinh doanh dịch vụ ăn uống,613,2023-02-15,,,,,,Ho Chi Minh
614,,YT,,2023-02-06,2023-03-06,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG  (TP HÀ NỘI) - NHÀ HÀNG GOGI HOUSE,HÀ THÚC TÚ,"Tầng trệt Saigon Garden, 99 Nguyễn Huệ",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,614,2023-02-15,,,,,,Ho Chi Minh
615,,CT,,2023-02-06,2023-03-06,,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU SHUTA MART,CHÂU THỊ DUY TRINH,33 Cống Quỳnh,Nguyễn Cư Trinh,1,,Bán lẻ nhóm sản phẩm theo danh mục,615,2023-02-15,,,,,,Ho Chi Minh
616,,YT,,2023-02-07,2023-03-07,,NHÀ HÀNG THE MONKEY GALLERY - CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ TÂN PHÁT,PHAN ANH DUY,91 Mạc Thị Bưởi,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,616,2023-02-15,,,,,,Ho Chi Minh
617,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH PHÊ LA HỒ TÙNG MẬU - CÔNG TY CỔ PHẦN PHÊ LA,NGUYỄN HOÀNG,125 Hồ Tùng Mậu,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,617,2023-02-15,,,,,,Ho Chi Minh
618,,YT,,2023-02-07,2023-03-07,,CÔNG TY TNHH QUẢN LÝ ĂN UỐNG VỊ GIÁC,QUÁCH NAM KHA,17/3 Nguyễn Thị Minh Khai,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,618,2023-02-15,,,,,,Ho Chi Minh
619,,YT,,2023-02-06,2023-03-06,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ SẢN XUẤT ÂU VIỆT,NGUYỄN TIẾN ANH,Số 35 Đường D1A,Phước Long B,Thủ Đức,,Kinh doanh dịch vụ ăn uống,619,2023-02-15,,,,,,Ho Chi Minh
620,,YT,,2023-02-09,2023-03-09,,CHI NHÁNH CÔNG TY TNHH TM DV TRÚC NGUYỄN-LẨU BĂNG CHUYỀN OSAKA.O,NGUYỄN THỊ KIM CÚC,455 Lũy Bán Bích,Hiệp Tân,Tân Phú,,Kinh doanh dịch vụ ăn uống,620,2023-02-15,,,,,,Ho Chi Minh
621,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 479 - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,1A Nguyễn Văn Thủ,Đa Kao,1,,Kinh doanh dịch vụ ăn uống,621,2023-02-15,,,,,,Ho Chi Minh
622,,YT,,2023-02-07,2023-03-07,,CHI NHÁNH CÔNG TY TNHH TẬP ĐOÀN ĐẠI NAM ĐĂNG - NHÀ HÀNG THÁI AROY,NGUYỄN HOÀI NAM,Số 148-148A-148B Đường Trần Đình Xu,Nguyễn Cư Trinh,1,,Kinh doanh dịch vụ ăn uống,622,2023-02-15,,,,,,Ho Chi Minh
623,,YT,,2023-02-08,2023-03-08,,CÔNG TY TNHH NHÀ HÀNG HANAMI,NGUYỄN TRUNG HIẾU,15B/60 Lê Thánh Tôn,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,623,2023-02-15,,,,,,Ho Chi Minh
624,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH 66 - CÔNG TY CỔ PHẦN THIÊN ĐƯỜNG ẨM THỰC VIỆT NAM,PHAN CÔNG THÀNH,"Gian hàng B1-14, Tầng hầm B1, Khu cao ốc văn phòng - thương mại - dịch vụ tại lô 5.5, số 8 - 10 đường Mai Chí Thọ",Thủ Thiêm,Thủ Đức,,Kinh doanh dịch vụ ăn uống,624,2023-02-15,,,,,,Ho Chi Minh
625,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH LƯƠNG ĐỊNH CỦA - CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ & PHÁT TRIỂN VĨNH THỊNH,TẠ HỮU THOẠI,Số 37 Đường Lê Hiến Mai,Thạnh Mỹ Lợi,Thủ Đức,,Kinh doanh dịch vụ ăn uống,625,2023-02-15,,,,,,Ho Chi Minh
626,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH 61 - CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,LÊ THÁI ANH,"Gian hàng L1-04, Tầng trệt, Trung tâm Thương mại Vincom Maximark, 307 Nguyễn Duy Trinh",Bình Trưng Tây,Thủ Đức,,Kinh doanh dịch vụ ăn uống,626,2023-02-15,,,,,,Ho Chi Minh
627,,YT,,2023-02-07,2023-03-07,,HOTPOT STORY 55 & KHAO LAO 30 & SUSHI KEI 25 – ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN ẨM THỰC MẶT TRỜI VÀNG,LÊ VŨ MINH,"Lô L4-11, Tầng 4, Khu Cao ốc Văn phòng - Thương mại - Dịch vụ tổng hợp lô 5.5, Số 8-10 đường Mai Chí Thọ",Thủ Thiêm,Thủ Đức,,Kinh doanh dịch vụ ăn uống,627,2023-02-15,,,,,,Ho Chi Minh
628,,YT,,2023-02-07,2023-03-07,,CHI NHÁNH CÔNG TY TNHH QUỐC TẾ LÊ KIÊN,PHAN THANH TỪ,"Gian hàng L4-05, tầng 4, Khu cao ốc Văn phòng – Thương mại – Dịch vụ lô 5.5, số 8 - 10 đường Mai Chí Thọ",Thủ Thiêm,Thủ Đức,,Kinh doanh dịch vụ ăn uống,628,2023-02-15,,,,,,Ho Chi Minh
629,,"CT, YT",,2023-02-06,2023-03-06,,CỬA HÀNG TIỆN LỢI MINISTOP SỐ 146 - CÔNG TY TNHH MINISTOP VIỆT NAM,HOÀNG THU HƯỜNG,"SH-7C, 12A Đường A5 Khu dân cư Palm Residence, Khu phố 3",An Phú,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,629,2023-02-15,,,,,,Ho Chi Minh
630,,NN,,2023-02-09,2023-03-02,,HỘ KINH DOANH HEO QUAY THÚY,,5C/15 Hòa Bình,3,11,,Chế biến heo quay,630,2023-02-15,,,,,,Ho Chi Minh
631,,YT,,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH 56 - CÔNG TY CỔ PHẦN THIÊN ĐƯỜNG ẨM THỰC VIỆT NAM,PHAN CÔNG THÀNH,"Số 04-11 Tại SC VIVOCITY, 1058 Nguyễn Văn Linh, Khu phố 1",Tân Phong,7,,Kinh doanh dịch vụ ăn uống,631,2023-02-15,,,,,,Ho Chi Minh
632,,YT,,2023-02-08,2023-03-08,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 138 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,"0.02, Tầng trệt, Block V4, Sunrise City - South Towers, 23 Nguyễn Hữu Thọ",Tân Hưng,7,,Kinh doanh dịch vụ ăn uống,632,2023-02-15,,,,,,Ho Chi Minh
633,,YT,,2023-02-08,2023-03-08,,CÔNG TY TNHH ISIRIUS VINA,LIM GUENJOO,142 Nguyễn Thị Thập,Bình Thuận,7,,Kinh doanh dịch vụ ăn uống,633,2023-02-15,,,,,,Ho Chi Minh
634,,YT,,2023-02-08,2023-03-08,,DOANH NGHIỆP TƯ NHÂN AO SONG TÂN,NGUYỄN MINH THẢO,108 Lâm Văn Bền,Tân Kiểng,7,,Kinh doanh dịch vụ ăn uống,634,2023-02-15,,,,,,Ho Chi Minh
635,,YT,,2023-02-09,2023-03-09,,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN MỸ MỸ - CHI NHÁNH 4,PHẠM DUY,4/1 Hoàng Dư Khương,12,10,,Kinh doanh dịch vụ ăn uống,635,2023-02-15,,,,,,Ho Chi Minh
636,,YT,4042226561.0,2023-02-03,2023-03-03,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 213 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,"39 đường số 19, Khu định cư số 4",Phong Phú,Bình Chánh,,Kinh doanh dịch vụ ăn uống,636,2023-02-15,,,,,,Ho Chi Minh
637,,YT,4042226564.0,2023-02-03,2023-03-03,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 221 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,"1132 Quốc Lộ 50, Ấp 3",Bình Hưng,Bình Chánh,,Kinh doanh dịch vụ ăn uống,637,2023-02-15,,,,,,Ho Chi Minh
638,,YT,4042227222.0,2023-02-10,2023-03-10,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ FAIRYTALE GROUP,LƯƠNG MỸ NGỌC,701 Trường Chinh,Tây Thạnh,Tân Phú,,Kinh doanh dịch vụ ăn uống,638,2023-02-15,,,,,,Ho Chi Minh
639,,YT,4042226913.0,2023-02-10,2023-03-02,,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ ĂN UỐNG ANH ĐÀO VI NA,TRẦN VĂN TẤN,493 Nguyễn Trãi,7,5,,Kinh doanh dịch vụ ăn uống,639,2023-02-15,,,,,,Ho Chi Minh
640,,YT,4042226566.0,2023-02-09,2023-03-09,,ĐỊA ĐIỂM KINH DOANH PHÚC LONG HCM 265 - KS - CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,PHẠM THỊ THU HƯƠNG,48 Liêu Bình Hương ,Tân Thông Hội,Củ Chi,,Kinh doanh dịch vụ ăn uống,640,2023-02-15,,,,,,Ho Chi Minh
641,,NN,,2023-02-06,2023-02-27,,DOANH NGHIỆP TƯ NHÂN HIỆP NGÂN,,"280/9 Đường TX 25, Khu phố 2",Thạnh Xuân,12,305693408.0,Kinh doanh gạo,641,2023-02-15,,,,,,Ho Chi Minh
642,,NN,,2023-02-09,2023-03-02,,ĐỊA ĐIỂM KINH DOANH G KITCHEN 39 - CÔNG TY TNHH GREENIFIQUE,,178 Nguyễn Thị Tràng,Hiệp Thành,12,,"Kinh doanh: thịt, trứng",642,2023-02-15,,,,,,Ho Chi Minh
643,,YT,,2023-02-07,2023-03-07,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VUA CUA - NHÀ HÀNG VUA CUA BÌNH PHÚ,ĐOÀN THỊ ANH THƯ,153 Bình Phú,11,6,,Kinh doanh dịch vụ ăn uống,643,2023-02-15,,,,,,Ho Chi Minh
644,,YT,,2023-02-08,2023-03-08,,HỘ KINH DOANH CƠ SỞ SẢN XUẤT NƯỚC ĐÁ HÒA PHÁT,NGUYỄN VĂN TRÀNH,"104 Lâm Văn Bền, khu phố 4",Tân Kiểng,7,,Sản xuất nước đá viên dùng liền,644,2023-02-15,,,,,,Ho Chi Minh
645,,"CT, YT",,2023-02-07,2023-03-07,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN SEVEN SYSTEM VIỆT NAM,VŨ THANH TÚ,"Tầng trệt, 12 Sư Vạn Hạnh",9,5,,Bán lẻ theo danh sách nhóm sản phẩm; Kinh doanh dịch vụ ăn uống,645,2023-02-16,,,,,,Ho Chi Minh
646,,CT,,2023-02-09,2023-03-09,,TOTOI KITCHEN - ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH KOI CAFÉ VIỆT NAM,"HUANG, MENG - YING","Tầng trệt, R4-80 Hưng Gia 1 Nội Khu",Tân Phong,7,,"Sản xuất: bánh mì, bánh phô mai, bánh sô cô la",646,2023-02-16,,,,,,Ho Chi Minh
647,,YT,,2023-02-10,2023-03-10,,KING BBQ BUFFET 31 - ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN ẨM THỰC MẶT TRỜI VÀNG,LÊ VŨ MINH,"Số 3F-01, Tầng 3, TTTM Crescent Mall, Số 101 Đường Tôn Dật Tiên",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,647,2023-02-16,,,,,,Ho Chi Minh
648,,YT,,2023-02-10,2023-03-10,,ĐỊA ĐIỂM KINH DOANH SỐ 1 - CÔNG TY TNHH PHONG CÁCH CUỘC SỐNG,THI THỊ HỒNG HIẾN,"Vị trí 5FC - K6, Tầng 5, Trung tâm thương mại Crescent Mall, 101 Tôn Dật Tiên",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,648,2023-02-16,,,,,,Ho Chi Minh
649,,NN,,2023-02-08,2023-03-01,,CÔNG TY TNHH THỦY HẢI SẢN CHÍ BÉO,,153/60 Quốc Lộ 13,26,Bình Thạnh,317336344.0,Kinh doanh thủy sản,649,2023-02-16,,,,,,Ho Chi Minh
650,,NN,,2023-02-09,2023-03-02,,ĐỊA ĐIỂM KINH DOANH G KITCHEN 32 - CÔNG TY TNHH GREENIFIQUE,,197 Nguyễn Xí,26,Bình Thạnh,,"Kinh doanh: thịt, trứng",650,2023-02-16,,,,,,Ho Chi Minh
